"id","name","unit","fill_value","display_name","standard_name","parameter_precision","parameter_function_id","parameter_function_map","data_product_identifier","description","data_level","data_product_type"
"2635","thsph_hydrogen","mmol kg-1","-9999999","Hydrogen Concentration","hydrogen_concentration","4","115","{""counts_h2"": ""PD2262"", ""counts_ysz"": ""PD2260"", ""arr_logkfh2g"": ""CC_arr_logkfh2g"", ""e2l_ysz"": ""CC_e2l_ysz"", ""temperature"": ""PD2624"", ""arr_hgo"": ""CC_arr_hgo"", ""e2l_h2"": ""CC_e2l_h2""}","THSPHHC-H2_L2","In-situ dissolved hydrogen concentration at the high temperature location. Units: mmol kg-1","2","Science Data"
"2636","phsen_battery_volts","V","-9999999","Battery Voltage",NULL,"4","98","{""braw"": ""PD358""}",NULL,NULL,NULL,NULL
"2637","parad_telbaud","bps","-9999999","Telemetry Baud Rate",NULL,NULL,NULL,NULL,NULL,"Telemetry baud rate",NULL,NULL
"2638","parad_maxrate","Hz","-9999999","Max Sampling Rate",NULL,"3",NULL,NULL,NULL,"Maximum sampling rate in Hz",NULL,NULL
"2639","parad_firmware","1","empty","Instrument Firmware",NULL,"0",NULL,NULL,NULL,"Instrument Firmware",NULL,NULL
"2640","parad_type","1","empty","Instrument Type",NULL,"0",NULL,NULL,NULL,"Instrument type",NULL,NULL
"2641","battery_number_uint8","1","0","Battery Number",NULL,"0",NULL,NULL,NULL,"Battery number. Usually 1 or 2",NULL,NULL
"2642","battery_voltage_flt32","V","-9999999","Battery Voltage",NULL,"3",NULL,NULL,NULL,"Battery voltage.",NULL,NULL
"2643","gps_adjustment","1","-9999999","GPS Adjustment Value",NULL,"0",NULL,NULL,NULL,"GPS Adjustment Value",NULL,NULL
"2644","velocity_flt32","m s-1","-9999999","Velocity",NULL,"3",NULL,NULL,NULL,"Velocity, m/s",NULL,NULL
"2645","spkir_downwelling_vector","uW cm-2 nm-1","-9999999","Downwelling Spectral Irradiance",NULL,"4","95","{""counts"": ""PD1093"", ""scale"": ""CC_scale"", ""immersion_factor"": ""CC_immersion_factor"", ""offset"": ""CC_offset""}","SPECTIR_L1","Downwelling Spectral Irradiance is the measure of electromagnetic radiation per unit area received (i.e. incident) by a sensor within the seawater column. Downwelling spectral irradiance is calculated from measurements made across 7 specific- pre-defined wavebands as follows: 1 = 412nm, 2 = 443nm, 3 = 490nm, 4 = 510nm, 5 = 555nm, 6 = 620nm, 7 = 683nm.. Units: µW cm-2 nm-1","1","Science Data"
"2646","encoder_counts","counts","9999999","Encoder Counts",NULL,"0",NULL,NULL,NULL,"Keeps track of the net rotation done by the winch axle",NULL,NULL
"2647","current_flt32","A","-9999999","Winch Current",NULL,"3",NULL,NULL,NULL,"Current drawn by the winch motor. Sign reflects direction of motor motion (+ is rope spooled on, - is rope spooled off)",NULL,NULL
"2648","winch_velocity","counts s-1","-9999999","Winch Velocity",NULL,"3",NULL,NULL,NULL,"Winch encoder counts per second",NULL,NULL
"2649","voltage_flt32","V","-9999999","Winch Voltage",NULL,"3",NULL,NULL,NULL,"Voltage at the motor control module",NULL,NULL
"2650","time_counts","counts","9999999","Time Counts",NULL,"0",NULL,NULL,NULL,"Related to estimating battery energy",NULL,NULL
"2651","discharge_counts","counts","9999999","Discharge Counts",NULL,"0",NULL,NULL,NULL,"Related to estimating battery energy",NULL,NULL
"2652","rope_on_drum","m","-9999999","Rope on Drum",NULL,"3",NULL,NULL,NULL,"Amount of rope on the winch drum",NULL,NULL
"2653","vadcp_eastward_seawater_velocity","m s-1","-9999999","Eastward Turbulent Seawater Velocity","eastward_sea_water_velocity","4","121","{""vf"": ""PD617"", ""h"": ""PD672"", ""lon"": ""CC_lon"", ""b4"": ""PD872"", ""p"": ""PD673"", ""r"": ""PD674"", ""b1"": ""PD869"", ""b2"": ""PD870"", ""b3"": ""PD871"", ""lat"": ""CC_lat"", ""dt"": ""PD10"", ""z"": ""PD671""}","VELTURB-VLE_L1","A Velocity Profile includes water velocity (speed & direction) throughout the depth range of an ADCP sensor. This instance is the eastward seawater velocity component with magnetic variation accounted for. Units: m s-1","1","Science Data"
"2654","vadcp_northward_seawater_velocity","m s-1","-9999999","Northward Turbulent Seawater Velocity","northward_sea_water_velocity","4","122","{""vf"": ""PD617"", ""h"": ""PD672"", ""lon"": ""CC_lon"", ""b4"": ""PD872"", ""p"": ""PD673"", ""r"": ""PD674"", ""b1"": ""PD869"", ""b2"": ""PD870"", ""b3"": ""PD871"", ""lat"": ""CC_lat"", ""dt"": ""PD10"", ""z"": ""PD671""}","VELTURB-VLN_L1","A Velocity Profile includes water velocity (speed & direction) throughout the depth range of an ADCP sensor. This instance is the northward seawater velocity component with magnetic variation accounted for. Units: m s-1","1","Science Data"
"2655","vadcp_upward_seawater_velocity_est","m s-1","-9999999","Upward Turbulent Seawater Velocity - Estimated","upward_sea_water_velocity","4","123","{""vf"": ""PD617"", ""h"": ""PD672"", ""b4"": ""PD872"", ""p"": ""PD673"", ""r"": ""PD674"", ""b1"": ""PD869"", ""b2"": ""PD870"", ""b3"": ""PD871""}","VELTURB-W5_L1","A Velocity Profile includes water velocity (speed & direction) throughout the depth range of an ADCP sensor. This instance is the estimated upward seawater velocity component. Units: m s-1","1","Science Data"
"2656","vadcp_upward_seawater_velocity_tru","m s-1","-9999999","Upward Turbulent Seawater Velocity - True","upward_sea_water_velocity","4","124","{""vf"": ""PD617"", ""p"": ""PD673"", ""h"": ""PD672"", ""b4"": ""PD872"", ""b5"": ""PD869"", ""r"": ""PD674"", ""b1"": ""PD869"", ""b2"": ""PD870"", ""b3"": ""PD871""}","VELTURB-W5_L1","A Velocity Profile includes water velocity (speed & direction) throughout the depth range of an ADCP sensor. This instance is the true upward seawater velocity component. Units: m s-1","1","Science Data"
"2657","vadcp_beam_error","m s-1","-9999999","Error Turbulent Seawater Velocity","beam_error","4","125","{""b4"": ""PD872"", ""b1"": ""PD869"", ""b2"": ""PD870"", ""b3"": ""PD871""}","VELTURB-ERR_L1","A Velocity Profile includes water velocity (speed & direction) throughout the depth range of an ADCP sensor. This instance is the error seawater velocity component. Units: m s-1","1","Science Data"
"2659","camds_pan_position","degrees","-99","Pan Position",NULL,NULL,NULL,NULL,NULL,"Pan",NULL,NULL
"2660","camds_tilt_position","degrees","-99","Tilt Position",NULL,NULL,NULL,NULL,NULL,"Tilt",NULL,NULL
"2661","camds_focus_position","1","-99","Focus Position",NULL,NULL,NULL,NULL,NULL,"Focus",NULL,NULL
"2662","camds_zoom_position","1","-99","Zoom Position",NULL,NULL,NULL,NULL,NULL,"Zoom",NULL,NULL
"2663","camds_iris_position","1","-99","Iris Position",NULL,NULL,NULL,NULL,NULL,"Iris",NULL,NULL
"2664","camds_gain","1","-99","Gain",NULL,NULL,NULL,NULL,NULL,"Gain",NULL,NULL
"2665","camds_resolution","1","-99","Resolution",NULL,NULL,NULL,NULL,NULL,"Image resolution as a divider of the full image resolution.  Hex number to convert to string:
0x1 = Full resolution
0x2 = 1/2 Resolution
0x4 = 1/4 Resolution
0x8 = 1/8 Resolution",NULL,NULL
"2666","camds_brightness","1","-99","Brightness",NULL,NULL,NULL,NULL,NULL,"Brightness of the lamp 1-100.",NULL,NULL
"2667","camds_temp","DegreesC","-99","Temperature",NULL,NULL,NULL,NULL,NULL,"Temperature.  Range is 0 to 80 degrees and there are no decimal places. Accuracy is +/- 1.0 degrees.",NULL,NULL
"2668","camds_humidity","percent","-99","Internal Humidity",NULL,NULL,NULL,NULL,NULL,"Digital still camera internal housing humidity reading",NULL,NULL
"2669","camds_error","1","-99","Error",NULL,NULL,NULL,NULL,NULL,"Error message.  Error will have the following possibilities: 
0x00 = No Error 
0x01 = Camera Not connected 
0x02 = I2C Error 

Convert to string so that error text is provided to user rather than number.",NULL,NULL
"2670","camds_disk_size","MB","-9999","Disk Size",NULL,NULL,NULL,NULL,NULL,"Size of disk in MB",NULL,NULL
"2671","camds_disk_remaining","%","-99","Disk Remaining",NULL,NULL,NULL,NULL,NULL,"Percentage of disk unused",NULL,NULL
"2672","camds_images_remaining","counts","-9999","Images Remaining",NULL,NULL,NULL,NULL,NULL,"Provides the storage of the disk in terms of the number of images remaining.",NULL,NULL
"2673","camds_images_on_disk","counts","-9999","Images on Disk",NULL,NULL,NULL,NULL,NULL,"Number of images on disk",NULL,NULL
"2674","zplsc_connected",NULL,"-99","Connected",NULL,NULL,NULL,NULL,NULL,"Connected to a running ER60 instance?",NULL,NULL
"2675","zplsc_active_38k_mode",NULL,"empty","Active 38k Mode",NULL,NULL,NULL,NULL,NULL,"Transmit mode ('active' or 'passive')",NULL,NULL
"2676","zplsc_active_38k_power","W","-9999999","Active 38k Power",NULL,"1",NULL,NULL,NULL,"Transmit power in W (if active)",NULL,NULL
"2677","zplsc_active_38k_pulse_length","sec","-9999999","Active 38k Pulse Length",NULL,"6",NULL,NULL,NULL,"Transmit pulse length in seconds",NULL,NULL
"2678","zplsc_active_38k_sample_interval","sec","-9999999","Active 38k Sample Interval",NULL,"6",NULL,NULL,NULL,"Sample interval in seconds",NULL,NULL
"2679","zplsc_active_120k_mode",NULL,"empty","Active 120k Mode",NULL,NULL,NULL,NULL,NULL,"Transmit mode ('active' or 'passive')",NULL,NULL
"2680","zplsc_active_120k_power","W","-9999999","Active 120k Power",NULL,"1",NULL,NULL,NULL,"Transmit power in W (if active)",NULL,NULL
"2681","zplsc_active_120k_pulse_length","sec","-9999999","Active 120k Pulse Length",NULL,"6",NULL,NULL,NULL,"Transmit pulse length in seconds",NULL,NULL
"2682","zplsc_active_120k_sample_interval","sec","-9999999","Active 120k Sample Interval",NULL,"6",NULL,NULL,NULL,"Sample interval in seconds",NULL,NULL
"2683","zplsc_active_200k_mode",NULL,"empty","Active 200k Mode",NULL,NULL,NULL,NULL,NULL,"Transmit mode ('active' or 'passive')",NULL,NULL
"2684","zplsc_active_200k_power","W","-9999999","Active 200k Power",NULL,"1",NULL,NULL,NULL,"Transmit power in W (if active)",NULL,NULL
"2685","zplsc_active_200k_pulse_length","sec","-9999999","Active 200k Pulse Length",NULL,"6",NULL,NULL,NULL,"Transmit pulse length in seconds",NULL,NULL
"2686","zplsc_active_200k_sample_interval","sec","-9999999","Active 200k Sample Interval",NULL,"6",NULL,NULL,NULL,"Sample interval in seconds",NULL,NULL
"2687","zplsc_current_utc_time",NULL,"empty","Current UTC Time",NULL,NULL,NULL,NULL,NULL,"Current UTC time of instrument",NULL,NULL
"2688","zplsc_executable",NULL,"empty","Executable",NULL,NULL,NULL,NULL,NULL,"Executable used to launch ER60",NULL,NULL
"2689","zplsc_fs_root",NULL,"empty","FS Root",NULL,NULL,NULL,NULL,NULL,"Root directory where data/logs/configs are stored",NULL,NULL
"2690","zplsc_next_scheduled_interval",NULL,"empty","Next Scheduled Interval",NULL,NULL,NULL,NULL,NULL,"UTC time of next scheduled interval",NULL,NULL
"2691","zplsc_host",NULL,"empty","Host",NULL,NULL,NULL,NULL,NULL,"Host IP address",NULL,NULL
"2692","zplsc_pid",NULL,"empty","Pid",NULL,NULL,NULL,NULL,NULL,"PID of running ER60 process",NULL,NULL
"2693","zplsc_port",NULL,"-9999","Port",NULL,NULL,NULL,NULL,NULL,"The port that the management software uses to interact with the ER60 control software.",NULL,NULL
"2694","zplsc_current_raw_filename",NULL,"empty","Current Raw Filename",NULL,NULL,NULL,NULL,NULL,"File name of the current .raw file",NULL,NULL
"2695","zplsc_current_raw_filesize","bytes","-9999999","Current Raw Filesize",NULL,NULL,NULL,NULL,NULL,"File size of current .raw file",NULL,NULL
"2696","zplsc_file_path",NULL,"empty","File Path",NULL,NULL,NULL,NULL,NULL,"File storage path",NULL,NULL
"2697","zplsc_file_prefix",NULL,"empty","File Prefix",NULL,NULL,NULL,NULL,NULL,"Current file prefix",NULL,NULL
"2698","zplsc_max_file_size",NULL,"-9999999","Max File Size",NULL,NULL,NULL,NULL,NULL,"Maximum file size (in Bytes)",NULL,NULL
"2699","zplsc_sample_range",NULL,"-9999999","Sample Range",NULL,"1",NULL,NULL,NULL,"Recording range",NULL,NULL
"2700","zplsc_save_bottom",NULL,"-99","Save Bottom",NULL,NULL,NULL,NULL,NULL,"Save bottom files?",NULL,NULL
"2701","zplsc_save_index",NULL,"-99","Save Index",NULL,NULL,NULL,NULL,NULL,"Save index&nbsp;files?",NULL,NULL
"2702","zplsc_save_raw",NULL,"-99","Save Raw",NULL,NULL,NULL,NULL,NULL,"Save raw files?",NULL,NULL
"2703","zplsc_scheduled_intervals_remaining",NULL,"-9999","Scheduled Intervals Remaining",NULL,NULL,NULL,NULL,NULL,"Number of intervals remaining in running schedule",NULL,NULL
"2704","zplsc_gpts_enabled",NULL,"-99","GPTS Enabled",NULL,NULL,NULL,NULL,NULL,"GPTs enabled? (powered on?)",NULL,NULL
"2705","zplsc_schedule_filename",NULL,"empty","Schedule Filename",NULL,NULL,NULL,NULL,NULL,"Filename for .yaml schedule file",NULL,NULL
"2707","startup_time_string","1","empty","Startup Time, UTC",NULL,"0",NULL,NULL,NULL,"Time ISUS was powered on (using Unix Epoch value)",NULL,NULL
"2708","ph_light_measurements","counts","-9999","Array of PH Light Measurements",NULL,"0",NULL,NULL,NULL,"Array of ph light measurements",NULL,NULL
"2709","dcl_controller_start_timestamp","1","empty","DCL Controller Start Timestamp",NULL,"0",NULL,NULL,NULL,"DCL controller timestamp at the first line of wave burst data record; marks the beginning of the line containing 'wave: start time'. ""yyyy/mm/dd hh:mm:ss.sss""* note space between dd and hh",NULL,NULL
"2710","dcl_controller_end_timestamp","1","empty","DCL Controller End Timestamp",NULL,"0",NULL,NULL,NULL,"DCL controller timestamp at the last line of wave burst data record; marks the beginning of the line containing 'wave: end burst'. ""yyyy/mm/dd hh:mm:ss.sss""* note space between dd and hh",NULL,NULL
"2711","operating_current","mA","-9999999","Operating Current",NULL,"1",NULL,NULL,NULL,"The operating current of the instrument in mA.",NULL,NULL
"2712","blank_light_measurements","counts","-9999","Blank Light Measurements",NULL,"0",NULL,NULL,NULL,"Blank light measurements collected during calibration of the instrument. Measurements are in counts.",NULL,NULL
"2713","temperature01","deg_C","-9999999","Seawater Temperature in Spatial Grid 01",NULL,"4",NULL,NULL,NULL,"Seawater Temperature in Spatial Grid 01 is temperature measured at 1 of 24 locations along the thermistor string that is positioned in a spatial array. The position of each thermistor is given in the metadata, using <x y z> coordinates in centimeters with an origin at the seafloor beneath thermistor #2. Units: degrees Celsius",NULL,NULL
"2714","temperature02","deg_C","-9999999","Seawater Temperature in Spatial Grid 02",NULL,"4",NULL,NULL,NULL,"Seawater Temperature in Spatial Grid 02 is temperature measured at 1 of 24 locations along the thermistor string that is positioned in a spatial array. The position of each thermistor is given in the metadata, using <x y z> coordinates in centimeters with an origin at the seafloor beneath thermistor #2. Units: degrees Celsius",NULL,NULL
"2715","temperature03","deg_C","-9999999","Seawater Temperature in Spatial Grid 03",NULL,"4",NULL,NULL,NULL,"Seawater Temperature in Spatial Grid 03 is temperature measured at 1 of 24 locations along the thermistor string that is positioned in a spatial array. The position of each thermistor is given in the metadata, using <x y z> coordinates in centimeters with an origin at the seafloor beneath thermistor #2. Units: degrees Celsius",NULL,NULL
"2716","temperature04","deg_C","-9999999","Seawater Temperature in Spatial Grid 04",NULL,"4",NULL,NULL,NULL,"Seawater Temperature in Spatial Grid 04 is temperature measured at 1 of 24 locations along the thermistor string that is positioned in a spatial array. The position of each thermistor is given in the metadata, using <x y z> coordinates in centimeters with an origin at the seafloor beneath thermistor #2. Units: degrees Celsius",NULL,NULL
"2717","temperature05","deg_C","-9999999","Seawater Temperature in Spatial Grid 05",NULL,"4",NULL,NULL,NULL,"Seawater Temperature in Spatial Grid 05 is temperature measured at 1 of 24 locations along the thermistor string that is positioned in a spatial array. The position of each thermistor is given in the metadata, using <x y z> coordinates in centimeters with an origin at the seafloor beneath thermistor #2. Units: degrees Celsius",NULL,NULL
"2718","temperature06","deg_C","-9999999","Seawater Temperature in Spatial Grid 06",NULL,"4",NULL,NULL,NULL,"Seawater Temperature in Spatial Grid 06 is temperature measured at 1 of 24 locations along the thermistor string that is positioned in a spatial array. The position of each thermistor is given in the metadata, using <x y z> coordinates in centimeters with an origin at the seafloor beneath thermistor #2. Units: degrees Celsius",NULL,NULL
"2719","temperature07","deg_C","-9999999","Seawater Temperature in Spatial Grid 07",NULL,"4",NULL,NULL,NULL,"Seawater Temperature in Spatial Grid 07 is temperature measured at 1 of 24 locations along the thermistor string that is positioned in a spatial array. The position of each thermistor is given in the metadata, using <x y z> coordinates in centimeters with an origin at the seafloor beneath thermistor #2. Units: degrees Celsius",NULL,NULL
"2720","temperature08","deg_C","-9999999","Seawater Temperature in Spatial Grid 08",NULL,"4",NULL,NULL,NULL,"Seawater Temperature in Spatial Grid 08 is temperature measured at 1 of 24 locations along the thermistor string that is positioned in a spatial array. The position of each thermistor is given in the metadata, using <x y z> coordinates in centimeters with an origin at the seafloor beneath thermistor #2. Units: degrees Celsius",NULL,NULL
"2721","temperature09","deg_C","-9999999","Seawater Temperature in Spatial Grid 09",NULL,"4",NULL,NULL,NULL,"Seawater Temperature in Spatial Grid 09 is temperature measured at 1 of 24 locations along the thermistor string that is positioned in a spatial array. The position of each thermistor is given in the metadata, using <x y z> coordinates in centimeters with an origin at the seafloor beneath thermistor #2. Units: degrees Celsius",NULL,NULL
"2722","temperature10","deg_C","-9999999","Seawater Temperature in Spatial Grid 10",NULL,"4",NULL,NULL,NULL,"Seawater Temperature in Spatial Grid 10 is temperature measured at 1 of 24 locations along the thermistor string that is positioned in a spatial array. The position of each thermistor is given in the metadata, using <x y z> coordinates in centimeters with an origin at the seafloor beneath thermistor #2. Units: degrees Celsius",NULL,NULL
"2723","temperature11","deg_C","-9999999","Seawater Temperature in Spatial Grid 11",NULL,"4",NULL,NULL,NULL,"Seawater Temperature in Spatial Grid 11 is temperature measured at 1 of 24 locations along the thermistor string that is positioned in a spatial array. The position of each thermistor is given in the metadata, using <x y z> coordinates in centimeters with an origin at the seafloor beneath thermistor #2. Units: degrees Celsius",NULL,NULL
"2724","temperature12","deg_C","-9999999","Seawater Temperature in Spatial Grid 12",NULL,"4",NULL,NULL,NULL,"Seawater Temperature in Spatial Grid 12 is temperature measured at 1 of 24 locations along the thermistor string that is positioned in a spatial array. The position of each thermistor is given in the metadata, using <x y z> coordinates in centimeters with an origin at the seafloor beneath thermistor #2. Units: degrees Celsius",NULL,NULL
