id,name,unit,fill_value,display_name,standard_name,parameter_precision,parameter_function_id,parameter_function_map,data_product_identifier,description,data_level,data_product_type
2382,nutnr_ext_dev_during_acq,1,,External Device During Acq.,,,,,,External Device During Acq.,ENG,Engineering
2383,nutnr_watchdog_timer,1,,Wachdog Timer,,,,,,Wachdog Timer,ENG,Engineering
2384,nutnr_countdown,s,,Countdown,,,,,,Countdown,ENG,Engineering
2385,nutnr_fixed_time_duration,s,,Fixed Time Duration,,,,,,Fixed time duration,ENG,Engineering
2386,nutnr_periodic_interval,1,,Periodic Interval,,,,,,Periodic interval,ENG,Engineering
2387,nutnr_periodic_offset,counts,,Periodic Offset,,,,,,Periodic offset,ENG,Engineering
2388,nutnr_periodic_duration,s,,Periodic Duration,,,,,,Periodic duration,ENG,Engineering
2389,nutnr_periodic_samples,counts,,Periodic Samples,,,,,,Periodic samples,ENG,Engineering
2390,nutnr_polled_timeout,s,,Polled Timeout,,,,,,Polled Timeout,ENG,Engineering
2391,nutnr_apf_timeout,s,,APF Timeout,,,,,,APF timeout,ENG,Engineering
2392,nutnr_lamp_stability_time,ds,,Lamp Stability Time,,,,,,Lamp Stability Time- units in deciseconds,ENG,Engineering
2393,nutnr_ref_min_lamp_on,s,,Reference Minute at Lamp-On,,,,,,Reference Minute at Lamp-On,ENG,Engineering
2394,nutnr_skip_sleep,1,,Skip Sleep at Start,,,,,,Skip Sleep at Start,ENG,Engineering
2395,nutnr_lamp_switchoff_temp,deg_C,,Lamp Switch-Off Temperature,,,,,,Lamp Switch-Off Temperature,ENG,Engineering
2396,nutnr_spec_integration_period,ms,,Spectrometer Integration Period,,,,,,Spectrometer Integration Period,ENG,Engineering
2397,nutnr_dark_avg,1,,Dark Averages,,,,,,Dark Averages,ENG,Engineering
2398,nutnr_light_avg,1,,Light Averages,,,,,,Light Averages,ENG,Engineering
2399,nutnr_reference_samples,1,,Reference Samples,,,,,,Reference Samples,ENG,Engineering
2401,nutnr_dark_samples,1,,Dark Samples,,,,,,Dark Samples,ENG,Engineering
2402,nutnr_light_samples,1,,Light Samples,,,,,,Light Samples,ENG,Engineering
2403,nutnr_dark_duration,s,,Dark Duration,,,,,,Dark Duration,ENG,Engineering
2404,nutnr_light_duration,s,,Light Duration,,,,,,Light Duration,ENG,Engineering
2405,nutnr_temp_comp,1,,Temperature Compensation,,,,,,Temperature Compensation,ENG,Engineering
2406,nutnr_salinity_fit,1,,Salinity Fitting,,,,,,Salinity Fitting,ENG,Engineering
2407,nutnr_bromide_tracing,1,,Bromide Tracing,,,,,,Bromide Tracing,ENG,Engineering
2408,nutnr_baseline_order,1,,Baseline Order,,,,,,Baseline Order,ENG,Engineering
2409,nutnr_concentrations_fit,1,,Concentrations to Fit,,,,,,Concentrations to Fit,ENG,Engineering
2410,nutnr_dark_corr_method,1,,Dark Correction Method,,,,,,Dark Correction Method,ENG,Engineering
2411,nutnr_dark_coefs,1,,Dark Coefficients,,,,,,Dark Coefficients,ENG,Engineering
2412,nutnr_davgprm0,1,,Dark Correction 0,,,,,,Dark Correction 0,ENG,Engineering
2413,nutnr_davgprm1,1,,Dark Correction 1,,,,,,Dark Correction 1,ENG,Engineering
2414,nutnr_davgprm2,1,,Dark Correction 2,,,,,,Dark Correction 2,ENG,Engineering
2415,nutnr_davgprm3,1,,Dark Correction 3,,,,,,Dark Correction 3,ENG,Engineering
2416,nutnr_absorbance_cutoff,1,,Absorbance Cutoff,,,,,,Absorbance Cutoff,ENG,Engineering
2417,nutnr_int_time_adj,1,,Integration Time Adjustment,,,,,,Integration Time Adjustment,ENG,Engineering
2418,nutnr_int_time_factor,s,,Integration Time Factor,,,,,,Integration Time Factor,ENG,Engineering
2419,nutnr_int_time_step,s,,Integration Time Step,,,,,,Integration Time Step,ENG,Engineering
2420,nutnr_int_time_max,s,,Integration Time Max,,,,,,Integration Time Max,ENG,Engineering
2421,nutnr_fit_wavelength_low,nm,,Fit Wavelength Low,,,,,,Fit Wavelength Low,ENG,Engineering
2422,nutnr_fit_wavelength_high,nm,,Fit Wavelength High,,,,,,Fit Wavelength High,ENG,Engineering
2423,nutnr_lamp_time,s,,Total Lamp On-time,,,,,,Total Lamp on-time,ENG,Engineering
2424,nutnr_activecalfile,1,,Active Calibration File,,,,,,Active calibration file,ENG,Engineering
2425,nutnr_external_disk_size,MB,,External Disk Size,,,,,,External Disk Size,ENG,Engineering
2426,nutnr_external_disk_free,MB,,External Disk Free,,,,,,External Disk Free,ENG,Engineering
2427,nutnr_internal_disk_size,MB,,Internal Disk Size,,,,,,Internal Disk Size,ENG,Engineering
2428,nutnr_internal_disk_free,MB,,Internal Disk Free,,,,,,Internal Disk Free,ENG,Engineering
2429,nutnr_electrical_mn,V,,Electrical Mn,,,,,,Electrical Mn,ENG,Engineering
2430,nutnr_electrical_bd,V,,Electrical Bd,,,,,,Electrical Bd,ENG,Engineering
2431,nutnr_electrical_pr,V,,Electrical Pr,,,,,,Electrical Pr,ENG,Engineering
2432,nutnr_electrical_c,mA,,Electrical C,,,,,,Electrical C,ENG,Engineering
2433,nutnr_lamp_power,mW,,Lamp Power,,,,,,Lamp Power,ENG,Engineering
2434,nutnr_spec_dark_av,counts,,Spectrometer Dark Average,,,,,,Spectrometer Dark Average,ENG,Engineering
2435,nutnr_spec_dark_sd,counts,,Spectrometer Dark Std,,,,,,Spectrometer Dark Std,ENG,Engineering
2436,nutnr_spec_dark_mi,counts,,Spectrometer Dark Min,,,,,,Spectrometer Dark Min,ENG,Engineering
2437,nutnr_spec_dark_ma,counts,,Spectrometer Dark Max,,,,,,Spectrometer Dark Max,ENG,Engineering
2438,nutnr_spec_lght_av,counts,,Spectrometer Light Average,,,,,,Spectrometer Light Average,ENG,Engineering
2439,nutnr_spec_lght_sd,counts,,Spectrometer Light Std,,,,,,Spectrometer Light Std,ENG,Engineering
2440,nutnr_spec_lght_mi,counts,,Spectrometer Light Min,,,,,,Spectrometer Light Min,ENG,Engineering
2441,nutnr_spec_lght_ma,counts,,Spectrometer Light Max,,,,,,Spectrometer Light Max,ENG,Engineering
2442,nutnr_test_result,1,,Test Result,,,,,,Test Result,ENG,Engineering
2443,temp_sal_corrected_nitrate,umol L-1,,Dissolved Nitrate Concentration Corrected,,,,,NITRTSC,Dissolved Nitrate Concentration - Temperature & Salinity Corrected,L2,Science
2444,botpt_syst_status,1,,Syst Status,,,,,,Status provided by the SYST-1 command,ENG,Engineering
2445,massp_rga_current,A,,RGA Current,,,,,,,ENG,Engineering
2446,massp_turbo_current,A,,Turbo Pump Current,,,,,,,ENG,Engineering
2447,massp_heater_current,A,,Heaters Current,,,,,,,ENG,Engineering
2448,massp_roughing_current,A,,Roughing Pump Combined Current,,,,,,,ENG,Engineering
2449,massp_fan_current,A,,Fans Combined Current,,,,,,,ENG,Engineering
2450,massp_sbe_current,A,,CTD SBE Pump Current,,,,,,,ENG,Engineering
2451,massp_converter_24v_main,1,,24V Main DC/DC Converter,,,,,,,ENG,Engineering
2452,massp_converter_12v_main,1,,12V Main DC/DC Converter,,,,,,,ENG,Engineering
2453,massp_converter_24v_sec,1,,24V Secondary DC/DC Converter,,,,,,,ENG,Engineering
2454,massp_converter_12v_sec,1,,12V Secondary DC/DC Converter,,,,,,,ENG,Engineering
2455,massp_valve_current,A,,Water Sample Routing Module Current,,,,,,,ENG,Engineering
2456,massp_pressure_p1,kPa,,Pressure from sensor P1,,,,,,,ENG,Engineering
2457,massp_pressure_p2,kPa,,Pressure from sensor P2,,,,,,,ENG,Engineering
2458,massp_pressure_p3,kPa,,Pressure from sensor P3,,,,,,,ENG,Engineering
2459,massp_pressure_p4,kPa,,Pressure from sensor P4,,,,,,,ENG,Engineering
2460,massp_housing_pressure,kPa,,Pressure in the housing,,,,,,,ENG,Engineering
2461,massp_housing_humidity,%,,Housing Humidity,,,,,,,ENG,Engineering
2462,massp_temp_main_control,degrees C,,Temperature of the main control board,,,,,,,ENG,Engineering
2463,massp_temp_main_rough,degrees C,,Temperature of the main roughing pump,,,,,,,ENG,Engineering
2464,massp_temp_sec_rough,degrees C,,Temperature of the secondary roughing pump,,,,,,,ENG,Engineering
2465,massp_temp_main_24v,degrees C,,Temperature of the main 24V DC/DC converter,,,,,,,ENG,Engineering
2466,massp_temp_sec_24v,degrees C,,Temperature of the secondary 24V DC/DC converter,,,,,,,ENG,Engineering
2467,massp_temp_analyzer,degrees C,,Temperature of the analyzer,,,,,,,ENG,Engineering
2468,massp_temp_nafion,degrees C,,Temperature of the nafion drier thermal insulation,,,,,,,ENG,Engineering
2469,massp_temp_ion,degrees C,,Temperature of the ionisation chamber,,,,,,,ENG,Engineering
2470,massp_ph_meter_value,1,,pH meter value,,,,,,,ENG,Engineering
2471,massp_inlet_temp_value,degrees C,,External temperature at the inlet,,,,,,,ENG,Engineering
2472,massp_ph_meter_status,1,,Status of the pH analog signal,,,,,,,ENG,Engineering
2473,massp_inlet_temp_status,1,,Status of the external temperature microLAN,,,,,,,ENG,Engineering
2474,massp_power_relay_turbo,1,,Turbo pump power relay status,,,,,,,ENG,Engineering
2475,massp_power_relay_rga,1,,RGA power relay status,,,,,,,ENG,Engineering
2476,massp_power_relay_main_rough,1,,Main roughing pump power relay status,,,,,,,ENG,Engineering
2477,massp_power_relay_sec_rough,1,,Secondary roughing pump power relay status,,,,,,,ENG,Engineering
2478,massp_power_relay_fan1,1,,Fan1 power relay status,,,,,,,ENG,Engineering
2479,massp_power_relay_fan2,1,,Fan2 power relay status,,,,,,,ENG,Engineering
2480,massp_power_relay_fan3,1,,Fan3 power relay status,,,,,,,ENG,Engineering
2481,massp_power_relay_fan4,1,,Fan4 power relay status,,,,,,,ENG,Engineering
2482,massp_power_relay_aux2,1,,AUX2 solenoid power relay status,,,,,,,ENG,Engineering
2483,massp_power_relay_ph,1,,pH meter power relay status,,,,,,,ENG,Engineering
2484,massp_power_relay_pump,1,,CTD SBE external water pump power relay status,,,,,,,ENG,Engineering
2485,massp_power_relay_heaters,1,,Heaters power relay status,,,,,,,ENG,Engineering
2486,massp_power_relay_aux1,1,,AUX1 solenoid power relay status,,,,,,,ENG,Engineering
2487,massp_sample_valve1,1,,Sampling routing valve 1 status,,,,,,,ENG,Engineering
2488,massp_sample_valve2,1,,Sampling routing valve 2 status,,,,,,,ENG,Engineering
2489,massp_sample_valve3,1,,Sampling routing valve 3 status,,,,,,,ENG,Engineering
2490,massp_sample_valve4,1,,Sampling routing valve 4 status,,,,,,,ENG,Engineering
2491,massp_ground_relay_status,1,,Status of the ground relay of all external valves,,,,,,,ENG,Engineering
2492,massp_external_valve1_status,1,,Status of the +24V relay for external valve 1,,,,,,,ENG,Engineering
2493,massp_external_valve2_status,1,,Status of the +24V relay for external valve 2,,,,,,,ENG,Engineering
2494,massp_external_valve3_status,1,,Status of the +24V relay for external valve 3,,,,,,,ENG,Engineering
2495,massp_external_valve4_status,1,,Status of the +24V relay for external valve 4,,,,,,,ENG,Engineering
2496,massp_cal_bag1_minutes,minutes,,Total time calibration bag 1 has been used,,,,,,,ENG,Engineering
2497,massp_cal_bag2_minutes,minutes,,Total time calibration bag 2 has been used,,,,,,,ENG,Engineering
2498,massp_cal_bag3_minutes,minutes,,Total time calibration bag 3 has been used,,,,,,,ENG,Engineering
2499,massp_nafion_heater_status,1,,Nafion heater settings,,,,,,,ENG,Engineering
2500,massp_nafion_heater1_power,1,,Nafion heater1 power setting,,,,,,,ENG,Engineering
2501,massp_nafion_heater2_power,1,,Nafion heater2 power setting,,,,,,,ENG,Engineering
2502,massp_nafion_core_temp,degress C,,Nafion core temperature,,,,,,,ENG,Engineering
2503,massp_nafion_elapsed_time,seconds,,Nafion regeneration time elapsed,,,,,,,ENG,Engineering
2504,massp_ion_chamber_heater_status,1,,Ion chamber heater settings,,,,,,,ENG,Engineering
2505,massp_ion_chamber_heater1_status,1,,Ion chamber heater1 status,,,,,,,ENG,Engineering
2506,massp_ion_chamber_heater2_status,1,,Ion chamber heater2 status,,,,,,,ENG,Engineering
2507,massp_turbo_drive_current,cA,,Current used by turbopump motor,,,,,,,ENG,Engineering
2508,massp_turbo_drive_voltage,cV,,Voltage at turbopump motor,,,,,,,ENG,Engineering
2509,massp_turbo_bearing_temperature,degrees C,,Temperature of turbopump bearing,,,,,,,ENG,Engineering
2510,massp_turbo_motor_temperature,degrees C,,Temperature of turbopump bearing,,,,,,,ENG,Engineering
2511,massp_turbo_rotation_speed,rpm,,Rotational speed of the turbopump,,,,,,,ENG,Engineering
2512,massp_rga_device_id,1,,RGA ID String,,,,,,,ENG,Engineering
2513,massp_rga_electron_energy,eV,,Electron Energy,,,,,,,ENG,Engineering
2514,massp_rga_ion_energy,1,,Ion Energy,,,,,,Possible values: 0 = 8eV; 1 = 12eV,ENG,Engineering
2515,massp_rga_focus_voltage,V,,Focus Plate Voltage,,,,,,,ENG,Engineering
2516,massp_rga_filament_emission_set,mA,,Electron Emission Current,,,,,,,ENG,Engineering
2517,massp_rga_filament_emission_actual,mA,,Actual Electron Emission Current,,,,,,,ENG,Engineering
2518,massp_rga_high_voltage_cdem,V,,High Voltage CDEM,,,,,,,ENG,Engineering
2519,massp_rga_noise_floor,1,,Noise Floor,,,,,,,ENG,Engineering
2520,massp_rga_error_status,1,,Status Byte,,,,,,,ENG,Engineering
2521,massp_rga_steps_per_amu,count,,Steps per AMU,,,,,,,ENG,Engineering
2522,massp_rga_initial_mass,amu,,Initial Mass,,,,,,,ENG,Engineering
2523,massp_rga_final_mass,amu,,Final Mass,,,,,,,ENG,Engineering
2524,massp_rga_readings_per_scan,count,,Analog Scan Points,,,,,,,ENG,Engineering
2525,massp_scan_data,10e-16 Amps,,Array of measurements representing one scan of the RGA,,,,,,,ENG,Engineering
2526,hpies_data_valid,1,,Data Valid,,,,,,Indicates if the data is valid (CRC matches data),ENG,Engineering
2533,hpies_secs,seconds,,Time,,,,,,current time in seconds since Jan 1- 1970,AUX,Auxiliary
2538,hpies_stm_timestamp,seconds,,STM Timestamp,,,,,,STM elapsed seconds since midnight Jan 1- 1970,ENG,Engineering
2539,hpies_eindex,1,,Electric Field Sample Index,,,,,,Electric Field Sample Index,L0,Science
2540,hpies_e1c,counts,,E1c Channel Counts,,,,,IES_HEF,E1c Channel Counts,L0,Science
2541,hpies_e1a,counts,,E1a Channel Counts,,,,,IES_HEF,E1a Channel Counts,L0,Science
2542,hpies_e1b,counts,,E1b Channel Counts,,,,,IES_HEF,E1b Channel Counts,L0,Science
2543,hpies_e2c,counts,,E2c Channel Counts,,,,,IES_HEF,E2c Channel Counts,L0,Science
2544,hpies_e2a,counts,,E2a Channel Counts,,,,,IES_HEF,E2a Channel Counts,L0,Science
2545,hpies_e2b,counts,,E2b Channel Counts,,,,,IES_HEF,E2b Channel Counts,L0,Science
2546,hpies_mindex,1,,Motor Sample Index,,,,,,Motor sample index,ENG,Engineering
2547,hpies_motor_current,counts,,Motor Current Counts,,,,,,Motor current - sum of counts in ADC channel,AUX,Auxiliary
2548,hpies_cindex,1,,Calibration Sample Index,,,,,,Calibration sample index,ENG,Engineering
2549,hpies_c1c,counts,,E1c Channel Counts,,,,,,E1c Channel Counts,AUX,Auxiliary
2550,hpies_c1a,counts,,E1a Channel Counts,,,,,,E1a Channel Counts,AUX,Auxiliary
2551,hpies_c1b,counts,,E1b Channel Counts,,,,,,E1b Channel Counts,AUX,Auxiliary
2552,hpies_c2c,counts,,E2c Channel Counts,,,,,,E2c Channel Counts,AUX,Auxiliary
2553,hpies_c2a,counts,,E2a Channel Counts,,,,,,E2a Channel Counts,AUX,Auxiliary
2554,hpies_c2b,counts,,E2b Channel Counts,,,,,,E2b Channel Counts,AUX,Auxiliary
2556,hpies_hcno,1,,Half Cycle Number,,,,,,Half cycle number,ENG,Engineering
2557,hpies_hcno_last_cal,1,,Half Cycle Number Last Calibration,,,,,,Half cycle number of last calibration,ENG,Engineering
2558,hpies_hcno_last_comp,1,,Half Cycle Number Last Compass Value,,,,,,Half cycle number of last compass value,ENG,Engineering
2559,hpies_ofile,1,,Current Output Filename,,,,,,Current output filename,ENG,Engineering
2560,hpies_ifok,1,,File Write Status,,,,,,"File write status  ""NG"" on error- ""OK"" if still appending",ENG,Engineering
2561,hpies_compass_fwrite_attempted,1,,Compass Records,,,,,,Number of compass records written to <ofile>,ENG,Engineering
2562,hpies_compass_fwrite_ofp_null,1,,Compass Write Attempts OFile Corrupt,,,,,,Number of attempts to write compass data when <ofile> is corrupt,ENG,Engineering
2563,hpies_mot_pwr_count,1,,Motor Power Count,,,,,,Up/down counter of motor power on/off.  Should be zero.,ENG,Engineering
2564,hpies_start_motor_count,1,,Start Motor Count,,,,,,Number of main service loops while motor current is being sampled.,ENG,Engineering
2565,hpies_compass_port_open_errs,1,,Compass Port Open Failures,,,,,,Number of failures to open the compass serial port.,ENG,Engineering
2566,hpies_compass_port_nerr,1,,Compass Port Read Decode Errors,,,,,,This should be incremented when there are read or decode errors from the compass.  Always zero (never changed in code).   Will be fixed to indicate read error count,ENG,Engineering
2567,hpies_tuport_compass_null_count,1,,Compass Port Closed Count,,,,,,Number of times compass port is found closed when trying to read it.,ENG,Engineering
2568,hpies_irq2_count,1,,IRQ2 Interrupt Count,,,,,,Number of interrupt requests on IRQ2 line of 68332.,ENG,Engineering
2569,hpies_spurious_count,1,,Spurious Count,,,,,,Number of spurious interrupts to the 68332.,ENG,Engineering
2570,hpies_spsr_unknown_count,1,,SPSR Unknown Count,,,,,,Number of times the SPSR register bits 5 and 6 are set.,ENG,Engineering
2571,hpies_pitperiod_zero_count,1,,PITperiod Zero Count,,,,,,Number of times the programable interval timer (PIT) is zero.,ENG,Engineering
2572,hpies_adc_raw_overflow_count,1,,ADC Raw Overflow Count,,,,,,Number of times the analog to digital converter circular buffer overflows.,ENG,Engineering
2573,hpies_max7317_add_queue_errs,1,,Max7317 Add Queue Errors,,,,,,Number of times the max7317 queue overflows.,ENG,Engineering
2574,hpies_wsrun_rtc_pinch_end_nerr,1,,Water Switch Pinch Timing Errors,,,,,,Number of times water switch pinch timing is incorrect.,ENG,Engineering
2575,hpies_ies_timestamp,seconds,,IES Timestamp,,,,,,IES instrument time in elapsed seconds since midnight Jan 1- 1970.  Based on the Bliley oscillator- which is very stable.,ENG,Engineering
2576,hpies_n_travel_times,1,,Number of Travel Times,,,,,,Number of travel times should be 4 (if not- the corresponding travel time fields will not be populated),ENG,Engineering
2577,hpies_travel_time1,10 useconds,,Round-trip Acoustic Travel Time 1,,,,,IESRATT,1st Round-trip acoustic travel time (RATT) measurement in useconds.,L0,Science
2578,hpies_travel_time2,10 useconds,,Round-trip Acoustic Travel Time 2,,,,,IESRATT,2nd Round-trip acoustic travel time (RATT) measurement in 10 useconds.,L0,Science
2579,hpies_travel_time3,10 useconds,,Round-trip Acoustic Travel Time 3,,,,,IESRATT,3rd Round-trip acoustic travel time (RATT) measurement in 10 useconds.,L0,Science
2580,hpies_travel_time4,10 useconds,,Round-trip Acoustic Travel Time 4,,,,,IESRATT,4th Round-trip acoustic travel time (RATT) measurement in 10 useconds.,L0,Science
2581,hpies_pressure,0.001 dbar,,Seafloor Pressure,sea_water_pressure_at_sea_floor,,,,IESPRES,Seafloor Pressure is a measurement of the force on the seafloor exerted by the weight of the overlying seawater column plus the weight of the atmosphere (hydrostatic plus atmospheric). This specific instance is the Level 0 unprocessed data product. Units: 0.001 dbar,L0,Science
